importer,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,S19,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
SDN,0,0,0,0,0,0,1033714066.8312,1172440.956,0,0,13943434.6068,6872015.6892,17078.879999999997,0,103343659.9656,0,0,2419.0944,0,1204381.0572,3484774.6908,0,35908.9176,0,0,0,0,0,45904462.8,0,0,0,1323.8819999999998,20619.4908,64034006.0652,8910544.053599998,0,1546181595.6,2006879.0784,0,0,0,0,67320,0,0,0,0,0,0,812040.0864,3385338,56218462.938,5411948.833199999,0,6719029.1328,0,0,0,1181339004.2952,0,19285306.5564,164783.808,63408644.5668,3195196.7808000003,0,46527713.6016,0,0,30571.453199999996,23173501.3824,2002556.7,3018563.1936000003,0,0,4158.111599999999,0,0,8887938.5268,0,0,1935290.4,0,3063260.1503999997,0,181375.19999999998,0,4821402,99324065.8356,1440059323.9199998,5933698.134000001,0,0,0,0,59620730.0124,0,45234243.8532,44194911.2256,34171.799999999996,57784752.4296,0,0,0,0,0,3478504.5168,0,11674981.2,0,0,0,1935689.7024,0,730059.6,1318328.2704,450995.4108,0,6643674.3756,197527.19999999998,1367689.0344,0,0,0,0,0,18741914.8776,0,0,0,0,0,0,0,0,703410.072,62282835.2604,27572.1816,0,0,5699235.9372000005,0,0,29251653.8304,519162.066,0,0,27883598.187599998,23336919.5988,32995997.7528,0,0,246424.8,0,0,4944346.8,0,3000295.9488,0,0,0,7921485.1464,53094925.356,0,0,6534141.9696,758808166.3091999,0,1224114.6552,6093778.6284,0,0,0,0,0,0,0,274612.8,0,0,0,1139145.4692,1455409.7976,4945372.296,0,0,0,0,0,0,0,27659948.1432,0,0,0,0,0,0,1675124.0016,421072158,0,1879106.46,0,5357315.711999999,51644.4,65442710.4,0,0,0,0,0,0,0,0,0,0,21430812.96,504821.496,17826077.58
SEN,0,5269652.676,6199075.528,0,14967832.191,3654.66,615628660.695,167352317.458,51756.183,5457328.784,42238569.924,9236781.869,1213326.165,21736.121,689067999.343,2907199.086,0,560195.432,729561.533,59002719.652,4246430.494,698256.227,18536.815,0,219920.913,3085803.687,0,3353422.266,201692130.955,0,661813.955,0,412.343,18202.829,40924494.086,71328202.822,1951986.789,1291884595.973,89131709.613,24855506.715,100063.155,1024421.063,3367.724,13196580.183,0,14274.099,2451211.749,15905.866,5324.466,0,99506.824,15085836.777,261086836.064,12469.19,0,79476628.014,70338.035,68766803.167,25180.218,123269015.215,0,298280859.143,4803209.2,1298869.22,40559047.231,0,1432379412.335,0,0,6258576.293,178512263.797,1191675.318,34520738.966,38317.67,10066923.025,7525015.694,217070.111,42750.416,31347993.193,0,14161.767,6128.511,24862.163,43960087.065,54961.126,1727760.105,15610.545,5490336.454,148793469.68,797792163.015,22876905.835,16365956.666,111795.183,15403331.711,27739426.695,186161046.221,0,10350410.85,137944783.195,26114300.702,805387.445,0,106511.639,0,0,83867884.171,2389296.352,0,15713761.715,341170.365,32123.928,0,257829.309,0,52834441.194,3870978.372,16056098.28,449628.769,203455795.654,0,44100.938,323134.926,6446289.126,0,0,26858889.095,4086808.593,0,90572.806,462.945,0,38266471.986,28113495.573,0,7567722.42,518931.088,121344497.235,52833.717,266.141,558119.088,1018293201.804,3666714.598,0,338208031.332,77394518.245,0,4137.607,4835290.675,6785161.921,30853735.934,279318.283,246565.433,421585.523,0,884941.446,126584219.545,10281280.416,44694549.045,2561754.491,0,8069.905,13010097.998,8163853.166,828440502.293,6811.6,5400884.897,41202549.41,538163.576,0,31715609.401,3075926.476,0,4798869.158,0,0,2118027.711,0,77698.32,0,0,589232.28,5367956.672,1432422.619,38325419.589,4004998.417,0,789270.944,186484.494,0,0,15408104.366,148221500.979,0,0,0,491032.625,4863.421,2214894.753,64691098.891,290391051.564,0,258055,132874.027,16499451.919,8283705.196,287453357.948,0,70609.735,0,160126.061,0,9005130.488,0,0,0,218397.232,196635955.896,12937.492,19.487
SGP,3985.788,360431.21,494090469.587,50653.68,13344360.453,459399.07,12234778270.557,128048970.141,2289515.947,11967.043,6896455486.538,922425057.138,107653737.192,265040.359,1105525304.077,57689.306,0,13086.161,132731680.911,180002511.097,203013913.643,312108.84,4646438.092,0,8911512.33,220939.812,28380.774,621386.007,5814885938.948,659359.327,1824403007.265,1754021.318,72999006.798,78677.051,2056927937.617,8348374802.193,82297767.474,58787854635.819,74166035.443,27824779.841,53388243.574,24666223.694,129011.301,67354049.601,2274085.074,955161.657,387407568.406,10364464.836,2206.963,1388678.051,21537961.915,690365126.658,10058904782.651,95713682.234,95655.925,632027195.277,66484311.72,383112265.323,45917350.37,105728563.04,267900.327,1737205366.512,351235642.322,56504133.253,403992813.524,2924495.924,13791275654.217,173125.252,74646.588,53391693.257,8439729703.6,4929297.223,39410378.175,1270725.393,1778306.85,11473.38,6871.817,164259787.624,400719888.428,151214.961,4001709.205,16984212.559,19396676.614,2207747043.199,4537842.691,41691058.078,523844.036,411960033.714,15982229655.236,7022498650.928,1137728396.817,3146971.824,752223166.748,3812307.226,776497772.844,5630356838.887,1018376.562,51806983.403,21194256086.882,381414347.336,10495068.07,2178663.694,1358604878.779,4024.506,649815.923,25659661845.782,1826299338.253,27763365.354,3143168.461,1868904.034,218916219.774,143979.784,93466649.587,8065731.616,126308432.594,70677010.368,24019530.579,20619985.058,212740828.179,4086374.244,87342721.785,36605897.422,2453135810.186,47418.438,785999.111,207236.386,372766504.576,63979913.942,474133.007,310932.389,270869.006,37515689.006,1088959.925,25705.464,14723297.784,1178383.636,47607337598.164,40346220.713,480023.454,417114.576,239329880.568,5463429.253,34718.72,2832938578.41,523109737.79,5720891.924,401090.265,725185443.335,614884296.546,193358426.835,2237413.296,60431092.372,4894035509.923,34390.356,182135996.822,610381927.589,0,308019857.032,2338919.461,0,10486332.546,5644952065.042,255868208.357,3578317847.698,160393.516,48621732531.8,6724229040.145,184991647.256,1633729.905,0,12700718.666,61119.63,415781.761,13469472.34,82584.656,78289.119,72.97,26595341.936,206161444.654,202144.883,1544734.333,76402014.66,76866650.427,1477562157.842,2405155.165,0,261398.572,4379.675,393941.461,58311.038,310676.995,12016985940.147,159706.259,3841628.417,80130892.121,40390631.009,107613.288,65388899.183,256635153.422,681630770.043,3914.307,12890905.442,6739331.032,28345174.939,21082085.498,52062526119.168,125239.211,307400.801,504887.532,2711612.571,4060.991,4884252002.861,34118.581,4234.481,35846.773,1841193.391,410633973.407,27427253.181,8322547.984
SHN,0,0,0,0,0,0,74.4996,0,0,0,69091.29479999999,6709.487999999999,0,0,17577.146399999998,0,0,0,0,0,0,0,0,0,0,0,0,0,1086268.8,0,0,0,3702.5784,0,0,175444.95119999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136736,873786.5795999999,0,0,12881.833200000001,0,0,0,0,0,11827907.7456,0,0,0,0,161101.6716,0,0,0,27521351.244,0,0,0,0,0,0,0,19859895.162,0,0,0,0,0,0,0,0,16767.6,6548.687999999999,185.4888,0,0,0,0,0,363750.0084,0,0,10446.2004,0,0,0,0,0,0,0,0,0,0,0,0,0,312.5244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458525.9796,1871088.0684,0,0,0,0,0,144987.7416,0,0,0,6902.650799999999,0,0,0,0,0,0,0,464.4,0,415024.2,0,0,0,0,0,0,0,1346.3808,0,0,0,40838.6496,0,0,0,0,0,0,0,11146.8,0,0,0,0,0,171684.4704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280486.8,0,0,0,0,0,0,0,0,0,0,11091773.466,0,0
SLB,0,0,0,0,0,0,2334698.5031999997,0,0,21686.898,89800004.96039999,162394.0044,0,0,2342774.4252,0,0,0,0,0,0,0,0,0,0,0,0,0,114427.2,0,0,0,0,0,737712.1427999999,80059.1424,0,276645421.2,0,0,0,0,0,0,0,0,8972.4,0,0,0,0,0,225053.95320000002,0,0,186656.9892,21600,0,0,0,0,177409.7496,0,0,0,14954942.353199998,623484.1392,0,0,0,722913.9455999999,0,0,0,0,0,0,0,0,0,0,0,0,14412408.258,0,0,0,11282.4,21622906.470000003,4041498.3479999998,932.9184,0,0,0,0,967398.924,0,0,23445083.8332,0,0,0,0,0,0,0,0,0,0,0,0,0,323215.7364,0,7923.5999999999995,306228.26159999997,2609.3172,0,0,0,0,0,0,0,0,0,69129.396,672153.9720000001,0,0,0,0,0,0,0,0,30616719.384,0,0,0,0,0,0,1571924.964,0,0,0,28568176.1292,0,28294.754399999998,0,0,1794508.8,0,0,338.4,0,25343.2068,0,0,0,0,0,0,0,33525315.716399997,0,0,0,88716241.0356,0,0,0,0,0,0,0,0,0,0,0,0,0,231174.6096,0,0,0,0,0,0,0,18141098.107199997,0,0,0,0,0,0,0,370311.6,0,0,0,0,0,11533884,0,0,0,0,0,0,0,0,0,0,290650.5276,0,0
SLE,0,0,0,0,0,234652.1532,121085067.52919999,1818567.1559999997,0,0,5051233.542,1354513.4184,0,0,81739768.68,26885.0628,0,932981.3712,0,145010.96279999998,0,0,22329.1524,0,0,0,0,0,53536375.199999996,0,0,0,282422.68679999997,0,12374472.934799999,11659325.816399999,66457.932,733625492.4,34835790.410399996,0,0,0,0,892089.324,0,0,3228813.2279999997,0,0,0,104441.46599999999,546108,28188694.9812,427322.29199999996,0,5662910.2668,413312.1,0,3805688.64,69129717.82079999,0,20074593.3048,1508427.4679999999,1744060.6608,316769.3196,20487.9288,19064074.1052,0,0,21348.319199999998,49595098.7352,0,27687319.3404,0,0,13848.147599999998,0,0,4039027.4615999996,0,0,30300,5165996.694,2464418.9688,0,16670.399999999998,0,1138160.4,12314408.069999998,329344669.8792,2956860.0911999997,0,0,0,0,21980225.7312,0,575.1888,7309564.5084,0,2386198.7855999996,0,0,0,0,0,1105778.7288,0,25833024,277550.964,0,0,19093164.8952,0,762339.6,1681076.8644,3638091.7596,0,17414754.1956,179725.19999999998,0,0,57.599999999999994,0,59819.729999999996,0,11560878.672,0,446.7348,0,0,0,57260.212799999994,0,38854.296,6948.143999999999,19186404.6204,400.7304,0,18067.1484,6656645.9748,0,0,64594434.1812,714460.6751999999,0,0,1956439.602,2651016.9012,11037433.208399998,0,43825.32,455018.39999999997,0,0,14366462.4,0,1202224.518,16893217.128,0,0,5721991.56,1467834.72,0,0,4670327.202,6864658.3884,0,11598863.122799998,6058688.8044,0,0,0,0,0,0,0,223555.19999999998,0,0,0,145910.28,374140.224,4929877.716,0,0,20730.7068,0,0,0,957059.436,11057018.068799999,0,0,0,0,0,0,7657465.142399999,105199082.39999999,0,516538.932,0,2751026.1119999997,7580098.8,124630411.19999999,0,0,0,0,0,0,0,0,0,0,94204575.888,730450.8912,0
SLV,6.52,204.75,1527.26,0,4986.68,1265204.85,16411800.84,112277044.93,113196.84,0,5259965.19,21837311.27,0,27,39682271.86,0,0,14199.6,15987346.49,3458845.47,6777794.3,684.07,64508.61,13.18,83747.12,74188.39,57.12,12574722.22,340347534.14,29255.89,445.75,1132.72,0,0,189696285.29,35652907.71,83152373.71,2384541439.62,26135.67,93183.16,2044.99,226.3,0,213243139.57,88.62,7254.64,416713962.22,231384.07,6214.84,0,427878.61,14801481.91,234775499.56,0,6659.9,18956594.06,18764264.2,151320.8,137626886.46,7532708.39,182.44,196752053.11,3526175.44,4716276.84,16341614.52,0,95636171.34,0,221.26,9017123.2,50421204.63,259172.45,48786.09,156.47,0,111.42,0,26987138.81,7188531.95,11360.68,0,1583850573.14,929.41,16639876.16,788709294.49,73598.61,93368.23,5271415.03,86852052.87,190787828.15,34040715.58,180182.65,5644.19,738751.63,17878008.45,144757897.72,133328.74,238079.64,298205420.56,180296.4,333883.67,2063.45,5659803.7,3994.18,28064.08,301632685.04,592095.4,158114.6,65258.17,91.08,0,0,4054904.04,6067.98,1601396.39,1377603.72,852960.77,21761.57,13478628.05,9927.3,90514.66,0,1282777743.95,0,63620.77,19071.64,70489.84,579916.93,12202.77,15.74,0,12254.85,1604.79,63.47,447459.88,0,31151119.29,38686.49,44053.41,2101.21,4519250.16,488636328.2,221.88,49358765.2,4154229.81,172.43,4411.22,36822336.24,1998920.38,11625134.54,41967882.86,63723357.77,8916413.36,56013.58,0,16519986.23,0,10673180.21,7821708.56,5304.62,485.74,126772.38,1770169.66,45292981.94,0,126486864.41,11058200.78,0,194870.14,9381595.63,2843.58,1162.7,16549.13,16519697.05,87101.85,0,0,323048.79,0,299.14,4069.99,10241451.8,2121953.88,43189548.62,352177.3,0,1365968.76,0,448.6,1448,596.09,144357118.64,87.89,102472.24,0,844.31,71.31,147699661.91,700417.11,29464279.61,4584.9,299928.5,8535.49,658496.02,73812996.42,4496740261.95,1730.38,1690.59,980.36,1895146.91,923.77,174027770.29,547.08,0,0,0,5515583.27,0,759.57
SMR,0,0,0,0,0,150.534,126085.18079999999,0,0,0,0,11515134.522,201217.572,0,12826428.884399999,0,0,22061.525999999998,0,1075607.8716,0,0,5673732.816,0,0,0,0,0,1111088.4,0,0,0,0,0,0,8704314.9288,169476.276,14981070,0,0,0,0,0,12441.048,0,0,0,0,0,0,63428.081999999995,3509336.4,114486755.568,0,0,2902671.5868,0,0,0,1727.484,0,40453151.6412,1043070.492,0,5474793.0264,0,36069042.5328,0,0,0,3490370.8896,0,0,0,0,0,0,0,1392547.6908,0,0,0,0,706648.1375999999,0,2811074.4,0,231433.19999999998,0,527653.9812,165125.2884,0,0,0,0,60027477.3168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97996.8,231240.05999999997,4808.618399999999,0,5365.602,0,4543.7292,0,0,0,178810.57080000002,0,17412.75,0,0,0,0,0,0,0,0,0,35323.59,0,0,0,0,0,0,43126910.1324,13262617.138799999,0,0,0,0,16008.809999999998,0,0,0,0,0,37335520.8,0,1340698.698,0,0,0,0,21424280.112,0,0,279931.8912,0,0,0,88894.1592,0,0,0,0,0,0,0,89014.8,0,0,0,1762654.2611999998,13307386.7556,1923816.0996,0,0,0,0,0,0,0,79820.53199999999,0,0,0,0,0,0,305512.08359999995,1064877.5999999999,0,6765.024,0,401975.04,0,2208499.1999999997,0,0,0,0,0,0,0,0,0,0,136320.2124,0,0
SOM,0,0,0,0,0,0,1830110365.3848,1133282.124,0,0,606465.9972,1708124.5872,0,0,15597900.618,0,0,0,0,242641.9488,897794.1612,0,552721.6187999999,0,0,0,0,0,209522750.4,0,0,0,0,0,2822398.992,1546058.9039999999,0,1215659010,1994184.7715999999,0,0,0,0,0,0,0,0,0,0,0,1253301.4848,897814.7999999999,20916606.4416,64783008.34199999,0,9627771.3444,0,0,0,66929472.44399999,0,20079641.6388,66282.504,170588270.8908,543748.7964,0,45021124.0764,0,0,0,19263535.6224,62910,817.4795999999999,0,0,0,0,0,293144.0328,0,0,0,0,2874616.866,0,652650,0,698496,116483350.4196,935436913.6439999,329619.9816,0,0,0,0,44747233.9776,0,2123354.7144,6164351.711999999,752789.3759999999,185116567.8264,0,0,0,0,0,318176.29079999996,0,824906.4,0,0,0,115497.3768,0,82790.4,3656328.5267999996,289858.70639999997,0,380056.2384,19293.6,133397.5044,0,0,0,0,0,2935264.1292,0,0,0,0,19200,0,0,268.7244,0,146485523.17679998,3.9036,0,0,0,0,0,12960453.742800001,367456.8912,0,0,470263.5276,307917265.578,88523364.486,0,0,8304,0,0,6511116,0,1223357.2644,2454511.344,0,0,9129572.7504,3196508.172,0,0,2066079.696,47865538.963199995,0,0,2298780.1296,0,0,0,0,0,0,0,1677982.8,0,0,0,672312.5004,23568055.5504,2006378.46,1632645.8039999998,0,0,0,0,0,0,25643155.5972,0,0,0,0,0,0,317933.9268,509911312.79999995,0,1234664.136,0,1264773.396,0,63682086,9496.8,0,0,0,0,0,0,0,0,0,16068909.1584,110.55120000000001,17789.388
SPM,0,0,0,0,0,0,13320.408,0,0,0,0,0,0,0,1123443.7619999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26417467.668,4182.7919999999995,0,375.59999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261804.97559999998,0,0,36821.5584,0,0,0,0,0,313380.516,0,0,0,0,41682112.5144,0,0,0,22726.557599999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145301.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4190.9976,0,0,148805.3376,0,0,0,0,0,37538.5992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1836096.6216,0,0,0,0,0,0,0,0,0,0,0,77770.8,0,0,0,0,0,0,104802.696,0,0,0,0,0,0,3289.0008,0,0,0,0,0,0,0,0,0,0,0,0,42752.2056,226.19879999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167852.4,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,100,78479,32,0,77810810,18260,38491575,19033819,588879,4237,9627295,1078193997,73425498,71555,738013924,17758,0,23151,129282549,883631563,550264,2002,1108007316,731,78901870,1034,766,546352,105423374,15506,16283,1345,0,22971,32805700,503905411,9268589,4867973799,45162037,613086,13654,7842,131,21114678,7402,3361,23891746,7261566,0,49,7589447,1040251320,5213874665,0,188,296312458,2240078,4635636,55114635,46920814,17384,723439233,15148198,1729554,132138709,586,1134964638,22556,137058,70605,359167284,1462524,6803099,7283,13129,911,977,17366,533272296,10650,0,643973,7147,56288685,470463,924447794,268827,1659090307,245464788,355007626,197287892,43584186,852008344,686452,39348522,2900927790,1585,2387594,243312468,354995818,4045332,13186937,19041781,9805,2537,362291899,197179,794146,377143,459106,152126462,8547,8873122,130020,45826590,38111528,13226737,200959,50237386,26205241,547786,505575,67004954,182127,462643760,371047,12652920,32390304,159202331,3474,0,369877,21536647,235,395540,4153,98819146,121378,251,35303,116612033,758222,144682,789406826,439037866,71315,999,6296894,1952118,27994374,394964,12218263,34062653,0,297624,1274972295,0,111478554,498508,0,1830,7114693,1177527890,1725331873,86256,102538748,48384595,105220,123223,32516263,1539,27,82635,1168061,1089020,3147,0,0,1609,4751,60299,421959749,1000832197,312391566,112030,710,37779,31573800,0,300,1923165,114636875,15882,1042,13887146,147,73248,142718,18700376,1871143059,657,1041169,10278431,178616814,2456579,592280041,1230477,0,6,1346361,313286,243874879,0,0,0,3662,127048472,119195,2875672
SSD,0,0,0,0,0,0,497380181.71919996,303773.85599999997,0,0,451126.7808,4966880.4996,0,0,3560149.6319999998,0,0,0,0,143090.52959999998,0,0,0,0,0,0,0,0,6472335.6,0,0,0,0,0,2130513.9491999997,1770035.1888,0,192949125.6,0,0,0,0,0,0,0,0,0,0,0,0,2084827.7616,950196,11435168.219999999,47371.32,0,5222455.2216,0,0,3458.1600000000003,32564408.510399997,0,4889818.2348,3163.0919999999996,3125968.6908,8859.482399999999,0,3351718.1988,0,0,0,9376100.376,0,0,0,0,0,0,0,94968.2556,0,0,0,0,1465755.462,0,410734.8,0,0,0,48348006.814799994,258943.9392,0,0,0,0,2328163.8048,0,625513.5528,31019510.350799996,0,272032068.4368,9517.199999999999,0,0,0,0,0,0,0,0,0,0,0,0,17768.399999999998,0,53133.53999999999,0,0,0,0,0,0,0,0,0,6471405.665999999,0,0,0,0,1200,0,0,0,0,652571.8116,0,0,0,0,0,0,19890399.9132,108223.05239999999,0,0,5529.4872,13991.1576,11886.6084,0,0,0,0,0,2550086.4,0,1208805.5508,0,0,0,0,86585.232,0,0,402991.13519999996,3986738.7803999996,0,0,2607060.7368,0,0,0,0,0,0,0,38538,0,0,0,12584.6688,2204998.9368,543441.2904,0,0,0,0,0,0,0,8712645.467999998,0,0,0,0,0,0,0,29569161.599999998,0,15739607.796,0,1479491.028,0,62468784,0,0,0,0,0,0,0,0,0,0,3396720.5747999996,236779.18199999997,0
STP,0,0,25175572.479,0,0,234.232,604129.934,26182.538,0,0,361495.096,0,0,0,379022.484,0,0,0,0,1363867.196,0,0,0,0,0,0,0,0,3519229.158,0,0,0,0,0,114082.093,10209.525,0,8299103.36,0,34048.778,0,103138.446,0,0,1278.268,5284.535,0,0,0,0,82347.068,5247.289,587904.176,0,89004.904,264682.842,0,202392.016,0,308314.352,0,2343371.922,0,0,21363.689,0,988383.862,0,0,4244879.866,555018.534,293778.156,1287828.423,0,0,0,9445.958,1663640.868,0,0,0,4162.921,197072.438,90037.656,0,101181.638,0,17117.416,1271977.33,2420262.814,49789.103,53241.219,0,18754.524,0,16651.201,0,0,10240115.113,0,656.853,0,0,0,0,440972.497,0,25624.552,46878.179,0,0,0,0,0,0,8894.011,0,0,90.36,0,0,0,0,0,0,6995.563,52785.186,0,0,0,0,0,0,0,0,0,987135.544,10734.452,0,314.057,779066.213,0,0,1770021.309,3509.727,0,0,0,230.983,264436.268,0,0,0,0,0,183927.658,73419.602,66422081.45,5087.858,0,0,0,0,0,0,3904.579,0,0,0,113341.579,0,0,0,0,0,0,0,0,0,0,0,0,0,14251.584,0,0,0,0,32694.872,0,28727104.314,513817.187,0,0,0,37.07,4397.197,0,0,9578509.366,0,0,0,3009.615,0,4606524.96,0,0,0,0,0,839418.568,0,0,0,0,618519.483,0,0
SUR,208077.384,0,0,0,35097.76,0,1773430.734,3031152.057,0,65131947.212,4835517.033,373144.454,0,0,21334178.284,0,0,0,0,224720.12,0,0,0,0,0,1704086.057,0,81326.99,38041257.064,4921815.576,0,0,0,0,23639919.135,4750669.762,3814282.124,166582705.89,0,0,0,0,0,23666804.914,0,0,5666813.934,6066.352,2286941.018,53296.46,12347.43,228471.836,30623452.037,0,190366.8,5864797.989,13952800.421,85144.56,633625.589,203649.238,0,29236851.688,0,0,2955982.09,0,10228678.958,0,0,3684.737,31254163.967,21740.173,186680.456,0,0,0,0,0,353770.465,60918,0,8204144.602,21025207.657,14037647.788,1877539.295,639799.051,6063.82,176996.721,3974875.746,22944795.936,1714871.88,124497.76,0,43645.695,145171.899,10129386.02,7567213.603,36453.42,60726553.076,0,0,0,149689.6,0,0,4545446.625,0,7404.932,1013.108,0,0,10343767.068,2584646.563,0,3526985.261,90091.026,92811.669,47233.326,845152.865,0,0,0,23676804.247,0,17248.926,87258.45,0,0,64145.36,51959.16,0,0,0,1527.57,18698.866,0,6838166.934,109865.68,0,0,43732.383,40341,0,210891695.662,944277.614,0,0,27131.843,0,516043.517,13416799.795,3807457.642,382782.432,0,0,3957802.117,2327393.292,796831.605,103361.94,0,0,0,266390.889,0,0,3576415.966,647182.678,0,0,2538673.321,0,0,30807.59,651815.498,6935,0,0,1655165.065,0,8286,422428.86,0,836936.004,1753651.753,5568.895,5784.762,0,0,107662.16,0,0,30361313.306,0,0,0,0,0,179987723.26,104244.75,34362620.84,0,0,1242.17,3550909.852,367503.541,448824677.705,0,0,12318.84,76388.918,0,1346228.623,0,0,0,0,5899825.417,0,0
SVK,7418774.305,247255.858,87245.402,3800.659,72017515.829,505988.301,27032375.074,24114537.102,45523252.465,81410.877,130867276.445,3015385452.796,140115.113,17464.651,1067259575.088,16531.516,2822.111,727512.128,440810793.025,417663543.693,19594212.541,17675.498,95548252.215,5696.123,12460338.461,90163.746,4852.734,847763.255,119666087.186,2711276.74,90994.161,613.079,423173.937,6714.678,174059565.701,795597793.358,11113450.798,8531901032.298,15322996.051,16168038.834,52782.128,18175.044,1673.804,69242943.786,23155.367,28532.516,22639048.756,1433420.509,7928.943,3794.172,5790492.972,11713458736.846,16751471181.51,563398.258,71885.982,340630369.823,5598290.987,2464034.938,23711774.273,202558488.111,432591.787,1879371642.468,36543165.198,3225795.169,213579313.114,34000.492,3551448068.244,417928.703,12.975,10421342.648,1702478942.135,4292483.963,1586971.466,441.158,22361.716,0,40.007,0,258240771.782,385772.856,20653.312,2804844.32,371443.884,101726887.102,2902036.312,183183689.842,101636.006,5964454409.919,170032468.309,751707740.918,464856130.017,3440734.07,121.102,29171592.594,68312108.826,3823444466.93,716710.255,2520385.252,774760325.183,84459921.449,2684409.377,14339580.079,84412839.77,1748.411,1353388.25,6449233087.263,2872583.636,1274467.534,177079.362,960.167,57530935.118,10649.415,41523726.341,9112.932,156635390.079,98308676.938,45691561.657,128060.049,289976050.111,38922852.534,1655983.436,37554.622,206155055.696,175.166,147074368.54,62251.878,44798034.789,89163517.798,1091258.461,149842.205,0,50174965.22,108057.661,4.325,1320094.908,52710.764,535853668.937,1676859.489,4692.706,29287.242,849523.56,3136381.823,2138.749,1607977769.908,200597141.442,162515.755,63834.856,7211776.24,102641222.984,106587648.006,3184253.909,24276512.223,66633413.343,1926.821,99900.57,6852395510.426,321.137,519788341.972,566769.654,8050.045,14238.145,575443.591,2089002041.48,4943722037.641,181485.532,671662421.909,26695512.323,5032109.543,177471.862,78025668.173,49460.47,5020.33,652446.135,13307049.642,1353666.136,6225.945,21041.487,694366724.145,28808.24,21350.73,240714.183,1144697189.916,495631307.769,679803734.506,122244.986,0,137.321,68112.354,190550.888,15603.787,341.681,470246802.291,22855.856,37997.942,412377.47,17.3,8250.08,91289.347,272754390.695,1061619166.526,8193.854,184118.421,202571.351,1060017587.121,2577197.268,1473529252.86,5736963.687,23825.754,13317.986,6014236.643,234304.422,4621580071.266,71.364,108.127,419.532,12216.173,101171643.771,4902.472,824603.563
