importer,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,S19,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
CPV,0,0,10472.923,0,0,0,74433701.957,10986667.485,0,3250.874,10482.436,593876.455,0,0,44474754.757,0,0,14869.216,65978.561,3103701.083,0,0,0,0,0,0,1761.383,407.161,45424692.354,329.499,0,0,0,104796.387,1555661.557,6485614.981,32366.692,96887571.696,195581.138,53.262,130834.926,0,0,159818.114,0,0,27606.115,499203.202,0,0,1816.146,74497.755,6518092.023,0,0,1497440.973,81739.261,980.709,510903.041,1799442.699,0,146398459.749,18236.431,65735.895,526356.514,0,110026046.033,0,0,73922.196,3845089.833,79088.905,378163.401,0,0,0,100914.466,0,491943.582,0,0,0,0,220.875,268.106,0,0,2329814.618,1995375.147,53225011.202,80246.838,0,0,0,7029.349,10797853.15,0,0,11701291.274,311.65,115273.252,0,38157.808,0,0,26331002.218,0,0,306663.252,0,0,0,63688.449,0,2591686.752,293197.117,0,69836.337,6241589.613,0,0,0,29036.999,1041.925,0,1400.953,1108793.656,0,0,0,0,1510.625,43341.905,0,346396.55,0,12832604.234,14579.269,48815.555,137.525,421632.945,0,0,145119675.929,282074.533,0,452.833,25720.525,694931.29,27448.672,2148.518,499439.543,0,0,0,5788312.847,554155.819,534941196.461,2049199.036,86.665,0,527351.904,1801468.599,50081.621,0,37816883.261,201947077.416,0,5433339.742,86765.797,0,121.559,0,362133.85,0,0,0,0,0,0,285851.95,135793.96,232782.51,420994.65,11107.216,0,1601237.684,0,18963.303,0,0,10627874.264,0,0,0,9326.19,0,0,407876.726,21920076.616,0,64131.415,409995.852,593788.721,1444050.204,69593583.174,0,0,0,0,0,1219119.289,0,0,0,0,4022326.957,0,33885.555
CRI,29813.88,26987.58,4012.98,0,36016.14,114223.68,9599231.8,149799446.55,53265.29,5178.1,7311321.07,63504637.87,2126.33,4341.79,202645076.5,0,0,0,25079583.19,4097227.99,3488229.62,7035.64,486999.22,0,483843.64,1790755.38,1433.02,3716697.2,659799625.88,118222.48,5310.79,769.93,1781.29,20746.15,286869211.79,169235125.24,331995530.05,3393315347.59,135274.22,41761.6,18804.34,136.77,0,401974461.106,53.82,1461.96,0,887543.83,41691.39,18896.73,268597.55,19043987.91,557394997.15,0,316458.86,66475520.75,63093486.17,1818013.23,33343804.98,4769288.35,0,388923941.607,2683031.77,54422.41,24617046.56,91025.35,156842246.49,144,0,185.53,165403794.82,681581.52,590.02,3442.13,283.16,60271.92,495.24,0,11171115.66,5715.23,0,598118668.72,1177128.97,137646952.81,179615484.41,467272.06,462113.5,78157977.53,146795297.74,253131924.62,168282023.86,74274.26,0,867952.01,33927213.24,291262306.05,853604.64,873712.41,465611764.79,12518.24,165080.01,2167.31,11005019.32,0,24300.91,285019335.72,72764.2,679704.45,7875.67,291547.19,0,4252.2,5099953.11,60782.89,4262701.37,1046422.33,2709474.73,115457.4,21555983.61,43535.97,110790.26,111251.35,1438218137.005,1442.28,24920.23,8135.6,413236.78,1765972.46,229.66,55120.95,0,5910.47,1054.06,5947.62,173668.32,697.06,85877404.55,17681.65,114.11,93.67,120530.95,235533372.04,522.86,284749977.1,30433602.37,20904.18,29611.39,8320940.25,2962616.88,7947220.66,293437663.3,90195015.45,35380669.6,61.57,382649.14,33684232.61,636350.39,17082287.2,13881703.12,12774.25,1865.2,3984554.7,5246450.6,60362883.58,9011.6,159154234.28,151586135.06,0,2469.89,98246605.48,100.05,726.13,1444.61,280250977.29,129742.81,8636.43,0,1093037.74,0,1052,93073.42,3107189.29,6222917.35,51108484.71,40733.06,1730.9,0,45927.53,1801.24,8910.48,12.93,198150381.28,557.88,0,206.66,1751.58,0,2535012.49,1657648.41,119113973.23,0,70386.83,11645.59,6606554,74197526.34,8601480329.52,395570.83,0,57.07,7088472.12,187422.24,186578021.85,1769.72,634.98,65.02,0,7240865.89,433659.83,1734.68
CUB,0,0,0,0,0,80457.68999999999,41969432.8596,166572672.28800002,6148.2,0,3722.3183999999997,9594601.634399999,0,0,29938038.272400003,3956.112,0,0,0,3598287.8375999997,0,0,19397.1024,0,0,146301.01799999998,0,320272.44,264166011.6,225753,0,0,0,0,268927016.04719996,8067916.443599999,23757963.1704,604523132.4,0,0,0,0,0,63486989.91599999,0,157668.243,38957513.555999994,0,0,0,13230.8352,10651305.6,226182733.90559998,53986.9368,40620.4044,10309882.152,59844037.9512,0,20680602.84,6545976.5412,0,1125956871.5796,5706950.711999999,0,520419.3444,0,99638915.44319999,0,0,447.29880000000003,9115503.4104,12601.679999999998,177422.2848,0,0,42504.242399999996,0,0,2543714.7036,11935.1124,0,10149076.799999999,54280213.393199995,3910240.8048,0,2568003.6,0,1840167.5999999999,9840775.4988,107304525.88679999,4085129.7276,0,0,599497.3439999999,8921520,212283765.3828,10703534.543999998,0,19616547.0108,1325.376,196.4124,109.2,0,0,0,0,20704.174799999997,0,324354,0,0,0,153067.7016,0,2080446,534862.1699999999,9.082799999999999,0,1563681.9876,26905.2,0,0,355717016.4,0,0,0,0,0,0,0,0,152400,0,0,5700.7848,0,7942008.9059999995,85112.50799999999,0,0,0,6083854.476000001,0,468221792.904,476105.80439999996,0,0,7862259.2112,4007.2824,50302.244399999996,11541823.2,14969353.824,4571104.8,0,0,31524920.4,0,48784282.718399994,1694073.0960000001,0,0,0,141171.888,0,0,3922970.2164,20397896.4504,0,0,484274.7624,0,0,0,8284563.6,0,0,0,0,0,0,0,9230014.723199999,39370.251599999996,10058131.296,63050.952,0,10148.2824,0,0,0,0,4974669.8436,0,0,0,0,0,0,271843.4124,75365752.8,0,525003.0599999999,0,4380307.272,30433654.799999997,485250102,0,0,272422.7592,0,0,0,0,0,0,0,3378361.5984,1091.8788,5.892
CUW,5171414.676,0,0,0,0,14735.436,4405362.0312,0,20764372.38,88319.3916,499124.6736,666857.7156,0,0,9668556.3984,0,0,0,0,397785.768,0,0,0,0,0,7072.872,0,0,44871819.6,3539580.6,9345203.588399999,0,0,0,9991881.4836,3255804.75,486823.44,88609671.6,45425.4468,0,0,0,0,72682606.488,0,0,7600981.668,0,0,0,592950.8435999999,168463.19999999998,25686488.0172,0,13551.542399999998,3973613.6171999997,20441041.729199998,0,18718400.52,153597.76799999998,0,14036171.779199999,214281.84,0,293133.6528,0,17399400.9468,0,0,0,11041075.4064,0,92417.1912,0,0,0,0,0,1014828.5556,0,0,2702314.8,2715061.5084,0,0,32710.8,0,2413923.6,12746906.740799999,30567090.4344,354397.4676,0,0,0,0,7989710.52,3605491.476,0,29886212.886,0,0,0,0,0,0,0,0,0,49864.799999999996,0,0,0,37465.8552,0,1333701.5999999999,0,594618.1595999999,0,459178.7556,24535.2,0,0,8900655.6,0,38514.0252,0,0,0,0,0,0,102000,0,0,0,0,996171.6647999999,381266.448,0,0,0,500595.168,0,355829745.73080003,4103276.8704,0,0,687176.9339999999,0,115539.4788,5193098.399999999,4838930.748,4821450,0,0,7707464.399999999,0,2734621.7616,451151.604,0,0,0,407422.86,0,0,403337.3472,5904198.8928,0,0,0,0,0,0,206312.4,0,0,0,21072,0,0,553518.468,91982.65680000001,2455104.264,1931393.7407999998,0,0,0,0,0,0,0,8450457.897599999,0,0,0,0,0,0,0,268456.8,0,8061.624,0,0,167463.6,600588998.4,0,0,311401.59119999997,0,0,0,0,0,0,0,1873650.1956,6317.2344,0
CYM,0,0,0,0,0,0,673879.3139999999,0,0,15588.3996,8420502.277199998,1184239.5611999999,170061.264,0,5867080.313999999,0,0,0,0,15080.2116,0,162,0,0,0,4017.636,0,0,11021764.799999999,1570953.5999999999,0,0,0,0,19835589.384,22750928.099999998,106225.26,192085650,0,0,0,0,0,11028554.796,0,0,1094012.388,0,0,0,1771.1184,205616.4,1190965147.1124,0,0,4462939.3332,11209047.6588,0,51629.63999999999,0,0,6165817.2,152209.104,0,1027327.5888,0,103083459.6876,0,0,0,51180249.6576,0,0,0,0,0,0,0,7733475.8064,0,0,139087.19999999998,210781.8852,0,0,723865.2,0,1052133.5999999999,2500888.1544,7026892.8780000005,1541734.2144000002,0,0,517.9272,0,803927211.0132,43672836.372,0,22948637.328,0,38.0652,0,0,0,0,0,0,0,84806.4,0,0,0,252063.6216,0,151006.8,14662.0152,201064.062,0,1298086.1364,0,0,0,1159300.8,0,25826.6784,0,39301.951199999996,0,0,0,0,0,0,0,0,0,536039.3268,2047735.4531999999,0,0,0,198824.256,0,3516649494.282,1579581.6528,0,0,3471014.5223999997,0,51913.431599999996,0,516943.224,84729.59999999999,0,0,31398002.4,0,1161962.4,0,0,0,0,1935.9719999999998,0,0,593831.058,0,0,0,111881076.52679999,0,0,0,19814.399999999998,0,0,0,8330.4,0,0,0,575320.11,3829.3776,8947271.7,19.715999999999998,0,0,0,0,0,0,9275186.5572,0,0,0,0,0,0,0,201142090.79999998,0,0,0,85176.55200000001,0,1537260391.2,0,0,0,0,0,0,0,0,0,0,975720.5508,0,0
CYP,0,1891.139,19686.658,0,1602732.037,24357.738,45576689.841,71705360.066,756543.109,6862243.184,35709887.699,71978114.4,33825610.613,1153.714,300931156.689,8348.475,0,37.844,9916803.247,123313699.3,1031095.593,2189.569,1728877.16,0,103387.662,80.014,0,96.233,12935524.663,289.78,0,0,13627.228,56297.332,84361764.965,93491785.264,6627536.53,830712449.169,2172297.852,786622.921,50523.358,959.085,0,461515.723,0,36237.637,196903.341,42514345.725,9.731,171753482.483,0,84911340.286,748247351.547,0,73242.974,54818219.21,902686.295,108106453.055,6647718.408,96012631.137,0,699843259.96,3986243.82,242676.685,19489213.789,470.352,266437624.824,294.105,0,1334659.596,1435132960.844,1160738.62,557566.977,20935647.366,16918.61,538.472,2177.675,540.634,3066651228.831,2247.957,215804.998,7798.109,18483.206,30890661.566,300012.035,27232769.831,0,49534538.466,20375543.734,115039306.323,89955124.286,2290392.929,6547.081,158120.398,637413582.214,1083786292.349,1752.736,2445676.078,328093964.115,3404718.093,5663442.827,1190.477,1601149.06,0,2.163,63094014.593,2302972.408,12341.6,32309108.667,18586042.005,12839247.423,49.738,2488610.011,0,14505521.293,6505991.124,4925010.967,238012.092,9369478.047,25862644.624,188010.988,255.179,9300408.77,79463583.516,2098774.829,6743.872,54216422.941,573520.014,1215232.396,7095.285,0,46081.506,223355.496,0,1086538.723,1512.695,9350739.662,2768372.048,3466.547,47987.783,2111192.118,4389434.832,0,492635861.742,70353780.778,60059.065,0,11507828.389,4794818.657,11471711.855,198569.576,866127.521,6627639.25,0,570.91,98582219.518,0,42165341.409,734113.273,30272.278,8.65,45165333.089,182507088.166,18326641.338,429.264,23035960.841,70673308.631,21.625,2060148.671,18581382.818,0,0,557.935,2453.398,275335.323,190.303,0,42023056.19,0,0,6254.058,49055833.817,21748520.246,126732773.397,2166.862,0,103960.734,970340.191,0,1.081,42.169,36787141.568,2885.906,40.007,0,0,0,4500.24,6197441.392,203860698.836,0,481378.627,268249.769,107235024.073,2004222.214,144517991.099,37303.767,1589.465,0,219502.936,21703.224,56404600.304,263.83,0,0,0,12407540.114,13204.452,3636.306
CZE,10152,586938,39542,161910,67378687,1791783,236289695,53973619,7167597,92827,123544228,5956980109,1332545953,57145,3632625577,351597,265,929692,992329224,1134959017,43422127,208643,113339188,79500,102904795,2154874,41649,3078888,316309278,4817997,82392,163400,284680,55881,434672703,2173322736,44384461,40293224988,58558738,20977276,1069550,385642,119656,59410565,18266,9998,213671073,8230521,51,815086,48011995,0,47917348793,23677,455070,1622478214,23112827,3057665,86112869,200332868,83313,4183416418,169175365,8306042,676252283,332836,6722755135,1665836,4850,5605352,3979249698,30666616,4159184,2570,1088972,212305,21254,102,473153254,253241,188537,13141577,91168847,91735595,4480186,258638042,284130,6081587947,523948845,2401978787,1021365917,11339481,42440163,77240649,387901740,9033037361,1275247,10218971,4201777074,687756215,11759421,1781108,299595823,373941,783785,4725375619,1772929,50026602,2652339,3712204,1087737,58579,113677883,720160,431195914,267436514,147919287,5097726,460844680,222799274,9191292,188550,1105125626,33,437025289,463602,50490783,160242089,1508788,1370714,2193,25372430,60710,11562,8182029,10334135,2018457914,0,30052,519637,8442000,3387112,183534,5898167366,3500645726,2254829,316067,40155652,32009713,289321526,13631020,46301063,532328746,64563,520859,18398201403,114123,753536689,1365783,78063,62882,21937199,3181283282,3468450558,856278,1604677115,98096099,58178,1034845,306292449,27962,74331,6579293,22160021,3096682,74768,1344,1123084574,51563,106047,889412,10091405828,1042911799,1936382339,1876714,37991,72432,319836,1666902,29630,300229,1571789832,651520,147589425,34787,5041,4558,703995,315471633,2818095009,69812,3346613,3251151,1437097211,13426952,6437626663,6893352,2371,89285,19673219,2547095,2483121449,6,8892,26357,69420,783282337,1292510,5274149
DEU,41470.977,14621838.764,116152021.479,102306.393,239395519.414,4861883.262,5878803267.806,981038115.679,187367991.798,480516.856,5130083125.068,56248565384.191,853973338.752,9123105.586,54060355986.659,2917343.832,21067.438,26155931.169,8457809647.581,6438041249.896,0,250782200.304,1410682165.42,41698.043,260275274.924,4245791.54,100710532.443,154298881.043,8740362863.223,4621310.725,4271866.332,881171.212,9244144.958,2529626.855,7199713261.754,58080144518.985,1587731247.471,172962497951.767,711308779.389,354275589.47,211665865.563,91693283.055,48314.326,1724680917.246,1713234.447,83330.129,794900982.771,70899700.329,207247.838,74857406.227,135920070.657,65329033742.418,0,1693757.555,564775.794,15774101056.614,324364746.496,1621483119.889,685032799.291,1491050985.944,447145.663,41727412805.398,1011992995.951,152217097.269,10059688254.764,1667244.848,74486003173.576,61469352.265,8563.647,53363460.946,39568789607.506,108013824.016,190516838.485,9909467.921,66482171.976,913461.137,361008.561,318546994.743,3369635324.292,1233312.288,49754962.643,276057600.372,1288764817.497,1318068092.39,409999073.801,2590742066.063,3009709.041,39819981310.187,4834317312.923,15486419820.739,27471349733.283,262564438.45,1698975559.361,880021641.524,2926785567.892,76783530425.623,7581179.771,125851312.405,28045872571.836,5959994694.789,225607616.641,21252853.735,2095528684.835,2276.07,1090628.081,14370701067.753,752471052.769,188525001.122,60739562.985,155532696.122,5163629166.11,1173607.879,948863288.681,4185134.533,3038550735.527,3809854968.3,1207097073.305,11593792.489,2934549337.169,351679193.196,161480329.862,18025749.15,11170266023.108,115230140.503,4088571402.802,8719288.519,859074328.35,1322171222.429,38426225.857,19129510.32,46436.162,168935407.761,50038142.57,9.731,65190623.641,103493862.761,12427974561.125,84352580.67,13451762.309,6726952.692,2031353061.022,84614897.518,459631.071,105766546284.735,14044499013.399,39265829.859,7142.861,755781759.962,550616424.035,2526549932.36,247306195.252,1465827389.455,5290915487.409,171.922,264193336.107,87007964890.208,0,8589665812.299,63056947.623,4410811.513,4240240.307,712192329.392,20905728789.043,4264723648.221,18608844.879,17385962585.539,2512250003.483,156759332.657,21341921.075,6610031874.05,645045.933,2104318.494,23812986.422,76739966.258,26046339.188,2100402.139,0,4834411868.782,29647998.466,6215249.886,3754177.624,22235860463.511,7509755875.521,20207030834.756,9849429.4,172394.225,30390885.153,14531543.103,114.614,746800953.652,3190993.457,9431443327.658,4190379.767,54674.348,5672128.658,693393.778,281737.514,88292101.792,3059220371.35,26279738989.223,0,187346118.815,185768480.86,3135337897.757,361463467.511,100957216156.485,81631500.068,755931.111,541832.356,19222979.505,18829435.571,14504195188.996,698.5,0,258508.62,1262519.516,12631936576.993,58335459.523,75077117.848
DJI,0,4699.451,0,0,18614.324,770919.33,605929033.665,1081529.545,0,103903.765,1947013.924,2556554.502,540.068,0,28384729.717,17297.522,0,0,533377.41,3132446.108,845346.495,0,0,0,0,362185.501,0,291.968,77537016.102,0,93750.322,0,0,0,38792528.862,4627198.061,480519.477,935978165.893,2084784.239,0,0,0,0,139322.219,0,527208.097,0,0,0,0,0,171705.992,31461966.276,0,0,2873648.083,0,578609.718,0,118794294.353,252151.565,12217129.896,495.93,128259041.73,3875458.051,0,67029655.851,0,0,0,22433416.236,6119.289,158122.813,0,0,0,0,0,193617.704,0,0,0,0,1737386.218,0,46523.006,41410.14,160034.401,293692519.353,766990398.561,669434.056,1720836.44,4777176.428,346459.685,118265.337,20119319.998,0,4162164.161,216564801.268,0,3576570.211,0,21424.099,0,0,23342030.496,384427.423,41371.043,633344.92,827015.006,0,0,6315.756,0,0,22036.57,0,0,506501.103,131304.582,317282.52,0,1279865.86,0,0,0,1487569.92,0,0,0,0,376710.026,0,0,62906.63,0,224316869.085,353775.612,0,34627.489,390.88,4914.008,975.57,6214937.298,185812.903,0,0,2216706.896,215623736.958,74947956.464,268953.719,0,6760.379,0,0,3205574.28,0,934764.251,0,0,0,5126956.077,1652433.497,358075.45,81.98,2102143.719,451982594.264,79602.018,14772.304,142690327.094,50305.419,0,1277.29,0,0,84194189.774,155181.49,0,5482.819,0,0,0,415045.894,3347797.008,1245277.096,0,0,17256.884,23822.63,14991.999,46929.18,13178532.527,0,185450.384,556.145,0,0,0,310215.16,490570728.771,0,35316.836,11774.948,35479811.893,50480.942,66404660.785,0,0,0,0,0,6945769.48,0,17812.561,0,4557965.423,13937858.748,25165.165,0
DMA,23652.939,0,0,143216.153,0,0,621873.452,150957.627,0,9137711.603,51895.133,11070903.003,0,0,1227298.402,0,0,0,0,0,0,1739127.89,111.111,118.148,0,1784412.29,212.222,0,2044412.03,5963770.333,0,0,0,0,5867536.355,629328.63,98967.679,14200718.762,0,156.296,0,0,0,6106665.004,0,0,323482.639,24734.42,704928.554,1159364.396,495509.504,5816.29,794918.094,0,0,454770.286,4843414.416,0,139540.231,24907.012,0,1399748.971,54471.797,0,0,0,8867368.17,0,0,375.926,13501387.239,0,333.333,0,3018.886,0,0,0,455233.248,3563080.881,0,94555.461,2786844.25,696137.822,0,0,21642.571,122666.544,768994.416,2512118.599,109563.224,0,0,42592.55,2278.146,1203706.944,7636010.512,0,6541269.755,0,716.296,0,5042.217,0,728154.457,689514.866,0,0,2134.442,0,0,4867634.762,0,0,103324.341,0,348.518,23801.828,175818.343,0,0,0,1453735.954,0,0,0,0,0,0,0,0,0,0,0,0,0,466794.718,533.333,396.296,0,5501.846,0,0,6030812.488,217830.523,0,0,0,0,68460.302,2149551.925,151877.996,5062.958,0,0,5889.994,26087.011,6766.29,305.926,0,0,2436.664,283.333,541.111,0,40250.33,10450.36,212.592,0,311021.17,1903.331,0,0,2981.479,0,0,0,0,0,1619.998,120408.398,0,0,41884.403,5159.254,0,0,0,25318.864,0,0,1212599.528,0,0,0,1014.814,0,32359418.011,0,2913114.494,0,0,11421.84,344.814,0,108731933.49,0,0,5685322.833,10451050.29,27728.861,49536.247,0,0,13305.913,0,70428.448,0,0
DNK,920718.514,65760.165,315362.511,1527.352,1994905.329,36700.131,45031436.219,100369162.446,193470.172,760705.373,203842828.868,1087473052.583,534183.123,71321.944,3974507791.958,67701.033,26240.174,224130.565,935207037.689,242202856.642,18417554.302,7508742.956,24810173.221,116334.48,1159090.477,12306.046,122228.783,1321999.243,562633015.398,482217.602,50934.127,3540.936,5254.944,232859.679,307181671.915,801546585.059,194943831.041,7766787182.912,22211556.517,1622665.475,291960.776,3028530.308,496.828,23760015.163,44.559,968794.172,7779783.381,197266.126,188985.653,6194.316,25361627.045,2000942965.97,23775317651.625,7170.556,4080.582,0,5592415.326,90161869.594,8718908.784,43439424.606,578.399,2235737830.59,587650652.863,2596173.493,1397312545.641,13788.693,3523757433.903,343420066.399,17290.876,747455.309,2762826863.597,2633590.055,2852263.491,40384.47,334284.372,10788.854,914.844,44581.458,168962415.15,2456.71,833259431.269,2414834.323,205020.017,503401734.913,7134858.183,85187876.728,42561.342,809895226.498,203026363.761,1000099321.653,874177891.866,5477455.216,6315343.452,175638286.776,100313574.853,4176098138.642,460235.812,7452014.53,553572260.958,38291870.554,10647408.928,68071.441,101272766.869,132.952,6350.927,930947048.181,205071493.608,91877077.376,28867091.272,114005.206,23562.409,37124.678,22889219.266,905.409,932896645.606,198293183.021,821202402.193,914582.11,55815700.25,1767907.442,12914774.192,268485.018,202254259.494,94761593.346,13968338.347,29708.973,53922168.668,126305770.454,204241.318,117897.392,3373.44,788263.745,111507.421,1522.852,5192256.125,4295699.176,244868515.86,2673580.169,135042.834,372485.293,137443677.311,2455533.175,493.055,11233417414.581,12610681819.494,7420457.726,0,107434371.036,22953332.771,239585337.817,239047564.119,51497030.708,94327086.946,1260.867,18101.506,5728261999.777,2071.207,471416863.765,737482.02,162253.441,367053.854,43244431.582,359259450.017,346906078.844,272126.684,570106939.145,91070873.379,3369.521,2998418.27,882226358.822,670.711,1398.899,156232.572,1245760.397,982105.196,2590.823,0,74872783.727,4.935,99.133,11872.791,575539297.061,469616820.25,14593660980.917,68848.978,1094.677,2256783.821,179789.466,31736.347,94636.156,4919.515,407818269.986,4373.483,6789.988,6518.714,36459.192,1257.239,1413384.171,19015069.474,1272111700.339,23655.592,8608662.521,1725086.727,239195059.739,12923039.86,5542031448.396,335139.126,489.861,1117.029,174902.462,10474.617,464993417.828,347.911,740065.005,54.864,56.026,96532739.534,5333659.32,418424.139
